"Date","Price","Open","High","Low","Vol.","Change %"
"04/01/1991","356.60","359.25","356.60","356.60","","0.28%"
"03/01/1991","355.60","368.45","355.60","355.60","","-2.88%"
"02/01/1991","366.15","369.75","366.15","366.15","","-0.05%"
"01/01/1991","366.35","393.75","366.35","366.35","","-6.78%"
"12/01/1990","393.00","382.90","393.00","393.00","","2.81%"
"11/01/1990","382.25","383.85","382.25","382.25","","0.54%"
"10/01/1990","380.20","404.25","380.20","380.20","","-5.69%"
"09/01/1990","403.15","389.05","403.15","403.15","","5.26%"
"08/01/1990","383.00","375.65","383.00","383.00","","3.30%"
"07/01/1990","370.75","359.25","370.75","370.75","","3.84%"
"06/01/1990","357.05","364.55","357.05","357.05","","-1.88%"
"05/01/1990","363.90","371.60","363.90","363.90","","-1.36%"
"04/01/1990","368.90","370.55","368.90","368.90","","-0.42%"
"03/01/1990","370.45","408.85","370.45","370.45","","-8.92%"
"02/01/1990","406.75","418.45","406.75","406.75","","-1.20%"
"01/01/1990","411.70","403.85","411.70","411.70","","2.15%"
"12/01/1989","403.05","415.95","403.05","403.05","","-2.10%"
"11/01/1989","411.70","375.30","411.70","411.70","","10.11%"
"10/01/1989","373.90","366.91","373.90","373.90","","2.12%"
"09/01/1989","366.14","359.40","366.14","366.14","","2.19%"
"08/01/1989","358.29","370.47","358.29","358.29","","-3.18%"
"07/01/1989","370.07","377.37","370.07","370.07","","-0.90%"
"06/01/1989","373.44","362.46","373.44","373.44","","3.38%"
"05/01/1989","361.23","378.37","361.23","361.23","","-4.37%"
"04/01/1989","377.72","386.07","377.72","377.72","","-1.80%"
"03/01/1989","384.66","386.72","384.66","384.66","","-0.58%"
"02/01/1989","386.90","394.25","386.90","386.90","","-0.87%"
"01/01/1989","390.31","413.93","390.31","390.31","","-4.66%"
"12/01/1988","409.39","425.81","409.39","409.39","","-3.35%"
"11/01/1988","423.60","412.05","423.60","423.60","","2.78%"
"10/01/1988","412.16","399.12","412.16","412.16","","4.60%"
"09/01/1988","394.03","431.03","394.03","394.03","","-8.49%"
"08/01/1988","430.58","437.44","430.58","430.58","","-1.18%"
"07/01/1988","435.70","437.83","435.70","435.70","","0.18%"
"06/01/1988","434.92","460.17","434.92","434.92","","-4.29%"
"05/01/1988","454.41","450.73","454.41","454.41","","0.99%"
"04/01/1988","449.95","458.68","449.95","449.95","","-0.86%"
"03/01/1988","453.85","431.55","453.85","453.85","","5.49%"
"02/01/1988","430.23","455.80","430.23","430.23","","-5.24%"
"01/01/1988","454.01","488.92","454.01","454.01","","-6.55%"
"12/01/1987","485.85","492.67","485.85","485.85","","-0.94%"
"11/01/1987","490.46","471.00","490.46","490.46","","4.65%"
"10/01/1987","468.67","455.67","468.67","468.67","","2.11%"
"09/01/1987","458.98","455.96","458.98","458.98","","1.35%"
"08/01/1987","452.86","474.94","452.86","452.86","","-2.34%"
"07/01/1987","463.73","450.48","463.73","463.73","","3.36%"
"06/01/1987","448.64","450.48","448.64","448.64","","-0.58%"
"05/01/1987","451.27","456.53","451.27","451.27","","-0.51%"
"04/01/1987","453.60","419.72","453.60","453.60","","8.58%"
"03/01/1987","417.76","405.71","417.76","417.76","","3.08%"
"02/01/1987","405.27","407.34","405.27","405.27","","0.46%"
"01/01/1987","403.43","406.90","403.43","403.43","","3.39%"
"12/01/1986","390.19","400.43","390.19","390.19","","0.32%"
"11/01/1986","388.96","406.16","388.96","388.96","","-2.73%"
"10/01/1986","399.88","426.23","399.88","399.88","","-5.42%"
"09/01/1986","422.81","389.48","422.81","422.81","","10.26%"
"08/01/1986","383.45","358.80","383.45","383.45","","8.12%"
"07/01/1986","354.64","343.41","354.64","354.64","","3.24%"
"06/01/1986","343.52","340.40","343.52","343.52","","1.04%"
"05/01/1986","339.98","345.30","339.98","339.98","","-1.65%"
"04/01/1986","345.70","333.10","345.70","345.70","","2.25%"
"03/01/1986","338.10","335.60","338.10","338.10","","0.00%"
"02/01/1986","338.10","347.30","338.10","338.10","","-3.54%"
"01/01/1986","350.50","326.50","350.50","350.50","","6.31%"
"12/01/1985","329.70","321.70","329.70","329.70","","0.40%"
"11/01/1985","328.40","323.70","328.40","328.40","","0.95%"
"10/01/1985","325.30","322.50","325.30","325.30","","-0.21%"
"09/01/1985","326.00","328.20","326.00","326.00","","-2.16%"
"08/01/1985","333.20","322.10","333.20","333.20","","1.74%"
"07/01/1985","327.50","313.90","327.50","327.50","","3.08%"
"06/01/1985","317.70","318.10","317.70","317.70","","1.18%"
"05/01/1985","314.00","312.50","314.00","314.00","","-2.27%"
"04/01/1985","321.30","321.10","321.30","321.30","","-2.40%"
"03/01/1985","329.20","287.20","329.20","329.20","","14.42%"
"02/01/1985","287.70","303.60","287.70","287.70","","-6.16%"
"01/01/1985","306.60","305.50","306.60","306.60","","-0.55%"
"12/01/1984","308.30","329.50","308.30","308.30","","-6.29%"
"11/01/1984","329.00","333.80","329.00","329.00","","-1.35%"
"10/01/1984","333.50","345.40","333.50","333.50","","-2.97%"
"09/01/1984","343.70","341.20","343.70","343.70","","-1.29%"
"08/01/1984","348.20","339.00","348.20","348.20","","1.72%"
"07/01/1984","342.30","370.00","342.30","342.30","","-8.23%"
"06/01/1984","373.00","393.70","373.00","373.00","","-2.92%"
"05/01/1984","384.20","376.50","384.20","384.20","","2.24%"
"04/01/1984","375.80","387.20","375.80","375.80","","-3.27%"
"03/01/1984","388.50","392.70","388.50","388.50","","-1.45%"
"02/01/1984","394.20","378.10","394.20","394.20","","5.49%"
"01/01/1984","373.70","383.00","373.70","373.70","","-2.04%"
"12/01/1983","381.50","399.20","381.50","381.50","","-5.80%"
"11/01/1983","405.00","377.70","405.00","405.00","","6.02%"
"10/01/1983","382.00","389.00","382.00","382.00","","-5.68%"
"09/01/1983","405.00","416.60","405.00","405.00","","-2.22%"
"08/01/1983","414.20","411.20","414.20","414.20","","-1.85%"
"07/01/1983","422.00","416.20","422.00","422.00","","1.44%"
"06/01/1983","416.00","410.00","416.00","416.00","","-4.91%"
"05/01/1983","437.50","428.50","437.50","437.50","","1.93%"
"04/01/1983","429.20","417.00","429.20","429.20","","3.50%"
"03/01/1983","414.70","414.00","414.70","414.70","","1.52%"
"02/01/1983","408.50","508.50","408.50","408.50","","-18.22%"
"01/01/1983","499.50","452.00","499.50","499.50","","9.32%"
"12/01/1982","456.90","440.20","456.90","456.90","","4.79%"
"11/01/1982","436.00","427.50","436.00","436.00","","4.26%"
"10/01/1982","418.20","402.00","418.20","418.20","","5.34%"
"09/01/1982","397.00","405.20","397.00","397.00","","-3.52%"
"08/01/1982","411.50","351.30","411.50","411.50","","20.01%"
"07/01/1982","342.90","310.20","342.90","342.90","","8.00%"
"06/01/1982","317.50","318.75","317.50","317.50","","-2.38%"
"05/01/1982","325.25","345.50","325.25","325.25","","-9.97%"
"04/01/1982","361.25","327.00","361.25","361.25","","12.81%"
"03/01/1982","320.22","361.25","320.22","320.22","","-11.69%"
"02/01/1982","362.60","379.50","362.60","362.60","","-6.30%"
"01/01/1982","387.00","401.00","387.00","387.00","","-3.49%"
"12/01/1981","401.00","402.50","401.00","401.00","","-3.26%"
"11/01/1981","414.50","430.00","414.50","414.50","","-2.93%"
"10/01/1981","427.00","436.75","427.00","427.00","","-0.41%"
"09/01/1981","428.75","421.50","428.75","428.75","","0.41%"
"08/01/1981","427.00","392.50","427.00","427.00","","5.17%"
"07/01/1981","406.00","422.00","406.00","406.00","","-4.69%"
"06/01/1981","426.00","483.25","426.00","426.00","","-11.11%"
"05/01/1981","479.25","487.50","479.25","479.25","","-0.73%"
"04/01/1981","482.75","514.25","482.75","482.75","","-6.03%"
"03/01/1981","513.75","465.50","513.75","513.75","","5.06%"
"02/01/1981","489.00","493.50","489.00","489.00","","-3.46%"
"01/01/1981","506.50","586.00","506.50","506.50","","-13.57%"
"12/01/1980","586.00","635.30","586.00","586.00","","-5.94%"
"11/01/1980","623.00","640.50","623.00","623.00","","-0.95%"
"10/01/1980","629.00","682.00","629.00","629.00","","-5.66%"
"09/01/1980","666.75","631.25","666.75","666.75","","5.62%"
"08/01/1980","631.25","622.00","631.25","631.25","","2.77%"
"07/01/1980","614.25","660.00","614.25","614.25","","-6.01%"
"06/01/1980","653.50","561.50","653.50","653.50","","22.04%"
"05/01/1980","535.50","490.00","535.50","535.50","","3.38%"
"04/01/1980","518.00","509.50","518.00","518.00","","4.65%"
"03/01/1980","495.00","663.75","495.00","495.00","","-22.29%"
"02/01/1980","637.00","676.50","637.00","637.00","","-2.45%"
"01/01/1980","653.00","512.00","653.00","653.00","","27.54%"
"12/01/1979","512.00","429.00","512.00","512.00","","23.11%"
"11/01/1979","415.90","378.75","415.90","415.90","","8.80%"
"10/01/1979","382.25","415.00","382.25","382.25","","-3.84%"
"09/01/1979","397.50","329.25","397.50","397.50","","26.05%"
"08/01/1979","315.35","290.30","315.35","315.35","","6.29%"
"07/01/1979","296.70","282.50","296.70","296.70","","6.92%"
"06/01/1979","277.50","275.35","277.50","277.50","","0.96%"
"05/01/1979","274.85","247.30","274.85","274.85","","11.93%"
"04/01/1979","245.55","239.95","245.55","245.55","","2.16%"
"03/01/1979","240.35","249.05","240.35","240.35","","-4.45%"
"02/01/1979","251.55","229.60","251.55","251.55","","7.64%"
"01/01/1979","233.70","226.80","233.70","233.70","","3.41%"
"12/01/1978","226.00","194.65","226.00","226.00","","16.86%"
"11/01/1978","193.40","227.75","193.40","193.40","","-20.28%"
"10/01/1978","242.60","217.35","242.60","242.60","","11.75%"
"09/01/1978","217.10","208.25","217.10","217.10","","4.02%"
"08/01/1978","208.70","205.35","208.70","208.70","","4.09%"
"07/01/1978","200.50","183.25","200.50","200.50","","9.53%"
"06/01/1978","183.05","183.35","183.05","183.05","","-0.60%"
"05/01/1978","184.15","169.55","184.15","184.15","","7.78%"
"04/01/1978","170.85","183.75","170.85","170.85","","-5.92%"
"03/01/1978","181.60","182.85","181.60","181.60","","-0.36%"
"02/01/1978","182.25","176.40","182.25","182.25","","3.49%"
"01/01/1978","176.10","169.20","176.10","176.10","","6.75%"
"12/01/1977","164.96","160.65","164.96","164.96","","3.10%"
"11/01/1977","160.00","162.75","160.00","160.00","","-0.93%"
"10/01/1977","161.50","155.70","161.50","161.50","","4.73%"
"09/01/1977","154.20","145.75","154.20","154.20","","5.62%"
"08/01/1977","146.00","144.55","146.00","146.00","","1.14%"
"07/01/1977","144.35","142.55","144.35","144.35","","0.94%"
"06/01/1977","143.00","143.85","143.00","143.00","","-0.21%"
"05/01/1977","143.30","148.35","143.30","143.30","","-2.68%"
"04/01/1977","147.25","148.30","147.25","147.25","","-1.11%"
"03/01/1977","148.90","141.40","148.90","148.90","","4.31%"
"02/01/1977","142.75","132.90","142.75","142.75","","7.90%"
"01/01/1977","132.30","135.60","132.30","132.30","","-1.82%"
"12/01/1976","134.75","130.50","134.75","134.75","","3.45%"
"11/01/1976","130.25","122.95","130.25","130.25","","5.77%"
"10/01/1976","123.15","114.60","123.15","123.15","","5.94%"
"09/01/1976","116.25","105.70","116.25","116.25","","11.40%"
"08/01/1976","104.35","112.20","104.35","104.35","","-7.49%"
"07/01/1976","112.80","122.90","112.80","112.80","","-8.89%"
"06/01/1976","123.80","126.65","123.80","123.80","","-1.35%"
"05/01/1976","125.50","128.35","125.50","125.50","","-2.26%"
"04/01/1976","128.40","129.20","128.40","128.40","","-0.93%"
"03/01/1976","129.60","132.45","129.60","129.60","","-2.23%"
"02/01/1976","132.55","130.50","132.55","132.55","","3.23%"
"01/01/1976","128.40","138.70","128.40","128.40","","-8.51%"
"12/01/1975","140.35","138.15","140.35","140.35","","-0.25%"
"11/01/1975","140.70","143.40","140.70","140.70","","-1.64%"
"10/01/1975","143.05","143.75","143.05","143.05","","1.17%"
"09/01/1975","141.40","149.40","141.40","141.40","","-11.63%"
"08/01/1975","160.00","167.00","160.00","160.00","","-4.16%"
"07/01/1975","166.95","166.60","166.95","166.95","","0.36%"
"06/01/1975","166.35","161.90","166.35","166.35","","-0.51%"
"05/01/1975","167.20","166.00","167.20","167.20","","0.12%"
"04/01/1975","167.00","177.25","167.00","167.00","","-5.11%"
"03/01/1975","176.00","182.10","176.00","176.00","","-3.30%"
"02/01/1975","182.00","176.50","182.00","182.00","","3.38%"
"01/01/1975","176.05","175.25","176.05","176.05","","-5.73%"
